userName,score,at,content,Aspek_Audio_Fitur,Aspek_Performa_Sistem,Aspek_Harga_Layanan,Sentimen,clean_teks
IRGIRPCY,4,2021-05-29 16:41:28,ini aplikasi berbayar gak sih,0,1,1,1,aplikasi bayar sih
Adinda Raisya Wiyanda,4,2021-05-29 14:14:49,"Ayo semangat 6 anak lebah, gapapa gak dapet renk bagus juga, kalian udah melakukan yang terbaik ingat 1 personil kalian oke. FIGHTING IKON SARANGHAE IKON",0,0,1,1,ayo semangat anak lebah gapapa dapet renk bagus kalian laku baik ingat personil kalian oke fighting ikon saranghae ikon
Annisa Sukma,5,2021-05-29 10:07:30,YOK THE BOYZ BISA YOK!,0,0,0,1,yok the boyz yok
miss tikus,1,2021-05-29 07:13:33,"Sangat kesulitan untuk daftar, apalagi untuk yang ga punya kartu kredit atau debit jenis tertentu. Padahal mau coba dulu",0,1,0,0,sangat sulit daftar untuk tidak punya kartu kredit debit jenis tentu padahal mau coba dulu
Arima R,3,2021-05-28 19:54:55,"Tolong kasi tau dong gimana caranya login untuk user android yang bener bener ampuh, ya Allah dari kemaren login gabisa terus, mau streaming Wolfgang jadi gabisa:( pingin beli jasa aktivasi akun tapi sayang banget duitku kalo buat ginian:(",1,1,0,0,kasi tau dong gimana cara login user android bener bener ampuh allah kemaren login bisa terus mau streaming wolfgang jadi bisa pingin beli jasa aktivasi akun sayang banget duit kalau buat ginian
valentina panjaitan,2,2021-05-28 14:36:53,Ribet banget..,0,0,0,0,ribet banget
Emi Dwi Sulistyorini,4,2021-05-28 13:29:40,"Demi skz, gw donlod ini apk :))",0,0,0,1,skz donlod aplikasi
tasiii !,4,2021-05-28 11:39:34,halo apple music. terima kasih atas pelayanan yg menyenangkan. saya ingin menyampaikan saran saja. mohon ditambahkan opsi pilihan dana untuk metode pembayaran. terima kasih.,0,0,1,1,halo apple music terima kasih atas layan yg senang ingin sampai saran mohon tambah opsi pilih dana metode bayar terima kasih
CiaraHere,5,2021-05-28 11:03:32,download ini apk hanya karena mau dengerin lagu iKON doang ..karena streaming lagu hanya lewat ni apk,1,1,0,1,download aplikasi mau dengar lagu ikon doang karena streaming lagu lewat ni aplikasi
Sintia Wati,3,2021-05-28 10:15:51,Kalo gak buat streaming kaga download saya mah😃,0,0,0,1,kalau buat streaming kaga download mah
Lika Liku,5,2021-05-28 05:22:54,Udah mau setengah jam hp gw layarnya warna-warni Lodingnya lama amat Mohon diperbaiki,0,1,1,1,mau tengah jam hp layar warnawarni lodingnya lama mohon baik
s y,3,2021-05-28 03:38:45,Bentar doang buat kingdom wkwkw,0,0,0,1,bentar doang buat kingdom wkwkw
r sintia,5,2021-05-27 20:21:10,yuk download demi Streaming anakanak nyasar♥️,0,0,0,1,yuk download streaming anakanak nyasar
suci wati,4,2021-05-27 15:02:10,"wahai ke delapan anak anakku terus semangat berjuang ya di 👑dom... aku selalu mendoakan kalian dr jauh. apapun hasilnya aku selalu bangga kepada kalian semua. untuk mas chan selalu jadi kakak yang bijaksana buat adik adiknya ya..untuk mas lino ngusilin adiknya dikurangi, kasian mamak boros tf cuma buat beli tisu. untuk mas changbin klo punya masalah cerita ke saudaranya jangan di lampiasin lewat rapnya. utk mas hyunjin dek jisung felix seungmin sm ayen yang nurut ya sama kakak2nya.cm 500 kata.",0,0,1,1,wahai delapan anak anak terus semangat juang dom selalu doa kalian dr jauh apa hasil selalu bangga kalian semua mas chan selalu jadi kakak bijaksana buat adik adik yauntuk mas lino ngusilin adik rang kasi mamak boros tf cuma buat beli tisu mas changbin kalau punya masalah cerita saudara jangan di lampiasin lewat rap utk mas hyunjin dek jisung felix seungmin sm ayen nurut sama kakaknyacm kata
Rio edrian2711,1,2021-05-24 18:02:21,Nyesel download... Dengerin musik harus bayar dlu .. Login masuknya ajh susah dan ribet,1,1,1,0,nyesel download dengar musik bayar dlu login masuk ajh susah ribet
Otman MayDay,5,2021-05-22 09:42:21,Top,0,0,0,1,top
Ryo Wolfheart,1,2021-05-21 02:31:04,"Cant playing music in my list, even i was klik the botton, saddddddd",0,0,0,0,cant playing music in my list even i was klik the botton saddddddd
teguh priyadi,1,2021-05-18 12:58:37,ribet banget sumpah. berkali kali bkin id aple ujung²ny kata sandi anda terlalu mudah ¿ ud 18 digit msh dibilang mudah 🙃 kzl gue. gini amat anak android pen nyicipin Apple music kaga bisa bisa.,0,0,0,0,ribet banget sumpah kali kali bkin id aple ujung ny kata sandi terlalu mudah ud digit msh bilang mudah kzl gue gin anak android pen nyicipin apple music kaga bisa
Ciskaa,5,2021-05-17 14:14:31,Belum pernah download juga si kekekek,0,0,0,1,pernah download si kekek
Hazman Ruby Farhani,4,2021-05-16 21:51:56,lebih bagus lagi bila ditambah audio ketika membagikan lirik lagu di Instagram story maupun FB. dan kurangi buffer lagu.,1,1,0,1,lebih bagus bila tambah audio bagi lirik lagu instagram story maupun fb kurang buffer lagu
Rendy,5,2021-05-16 17:06:50,Lebi enak si terus ada musik nya si bella poarch,1,0,0,1,lebi enak si terus musik nya si bella poarch
Lesung Namjoon,1,2021-05-15 00:43:00,gak ada timer sama saat download lagu ribet hrus nyimpen ke perpustakaan pribadi baru bisa.lebih digampangin lagi lah please,1,1,1,0,ada timer sama download lagu ribet hrus nyimpen pustaka pribadi baru bisalebih digampangin lah please
Ronny Ambulance,5,2021-05-14 12:30:06,Mantap,0,0,0,1,bagus
Ade Herliani,3,2021-05-14 10:45:34,Download aplikasi ini demi playlist nct dream 😌🤏,1,1,0,1,download aplikasi demi playlist nct dream
Sultan Arya Pasya,5,2021-05-12 20:02:59,Goood,0,0,0,1,goood
Epic Gaming,5,2021-05-09 19:54:51,Okk,0,0,0,1,okk
Dimas Aldi,5,2021-05-09 15:36:57,Apl nya bagus,0,0,0,1,apl nya bagus
Heru Cokro,1,2021-05-06 01:37:48,Pemotongan 49k tanpa konfirmasi.,0,0,0,0,potong k konfirmasi
lachi molala,1,2021-05-01 11:25:31,Apple id susah login payah ini burikkk..gampangan lg spotify mndkung smua lg..ga ada dua emg spotify,0,1,1,0,apple id susah login payah burikkkgampangan lg spotify mndkung smua lgtidak dua emg spotify
Seunghoon Ria,2,2021-04-30 12:55:41,Di coba dlu soalnya ksini cmn mau mass buying aja ama base base,0,0,0,0,coba dlu soal ksini cuma mau mass buying aja ama base base
Agustinus Tinus,4,2021-04-29 12:29:45,Bagus,0,0,0,1,bagus
Lil brayan72,5,2021-04-27 05:12:09,Asome!!..............,0,0,0,1,asome
Decky Rifaldi,1,2021-04-25 10:32:10,"Aplikasi ini selalu susah untuk konek kepada jaringan yang sudah ada, padahal kuota internet kartu saya masih banyak tidak habis. Tolong diperbaiki ini sangat buruk dan sangat mengganggu saya dalam mendengarkaan musik. Untuk versi terbaru dari perangkat xiaomi redmi 5+",1,1,1,0,aplikasi selalu susah konek jaring sudah padahal kuota internet kartu masih banyak habis baik sangat buruk sangat ganggu dalam mendengarkaan musik versi baru perangkat xiaomi redmi
arul chealse,4,2021-04-25 05:06:29,mantap.iphone musik..,1,0,0,1,bagusiphone musik
fadilkun kyo (fadilkun),5,2021-04-24 22:31:40,Nice apps,0,0,0,1,nice apps
Haris Margo,4,2021-04-24 20:16:00,cara menautkan apple music android dengan dana bagaimana?,0,0,0,1,cara taut apple music android dana bagaimana
Agus Yuda,1,2021-04-23 18:18:56,"gk ngerti lagi padahal udh berlangganan tpi klo nyari lagu skrang isinya abu abu yg gk abu abu pun gk bisa di dengerin aneh banget, apa karena pake android jdi gini tpi dulu gk gini aman"" aja skrang aja kyk gini",1,1,1,0,gk ngerti padahal langgan tpi kalau nyari lagu skrang isi abu abu yg gk abu abu gk di dengar aneh banget apa pake android jdi gin tpi dulu gk gin aman aja skrang aja kyk gin
Seno Ridho Yuwono,5,2021-04-21 21:16:41,UDAH KEBELET PENGIN NONTON APP APPLE TIVIIIIIIIIIII,0,0,0,1,kebelet pengin nonton aplikasi apple tiviiiiiiiiiii
Rendy Ganz,1,2021-04-18 16:32:32,Lu tolol,0,0,0,0,kamu bodoh
Zainal Fadhli Xavier,5,2021-04-17 21:47:55,"tampilan nya simpel, gwe suka",1,0,0,1,tampil nya simpel gwe suka
Rasta fara,5,2021-04-17 01:42:37,Ditunggu kode redeem ultimate ninja king,0,0,0,1,tunggu kode redeem ultimate ninja king
Novita Soplanit,5,2021-04-11 19:10:50,Aplikasi ini jelek !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!tapi bohong,0,1,0,1,aplikasi jelek bohong
IhsanulAfkar,5,2021-04-07 21:50:32,Anjay banget ni aplikasi Suka banget sama aplikasi ini Buruan di download guys,0,1,0,1,anjay banget ni aplikasi suka banget sama aplikasi buru download guys
NF2D. rendii,4,2021-04-07 18:06:32,Bagus. (dah gitu aja),0,0,0,1,bagus dah gitu aja
Andy Swaskito,1,2021-04-06 23:25:30,Gak bisa daftar. Kodenya udah bener tapi tetep gak bisa.. 😡,0,0,0,0,bisa daftar kode bener tetep bisa
Usep Supian,4,2021-04-04 21:37:58,Nyoba dulu,0,0,0,1,nyoba dulu
oby atr,1,2021-04-01 18:15:08,"Kayanya ini app cm buat ngetroll user android, setting payment nya belum mateng, mau nyoba pakai dana g bisa login via itunes, di app juga ga ada opsi payment dana. UI juga nyontek spotify aah masih enakan spotify kemana-mana... lol",1,1,1,0,kaya aplikasi cm buat ngetroll user android setting payment nya mateng mau nyoba pakai dana g login via itunes aplikasi tidak opsi payment dana ui nyontek spotify aah enak spotify kemanamana lol
Nurul Fitra,2,2021-03-31 11:50:39,"Kenapa aplikasinya nggak bisa di instal sih,padahal jaringan juga bagus",0,1,0,0,aplikasi bisa instal sihpadahal jaring bagus
Nurul Istiqomah,2,2021-03-28 01:31:35,Byr ya:(,0,0,0,0,byr
Natasya Firli,2,2021-03-24 14:33:56,Muternya lamaa bangettt,0,1,0,0,muternya lamaa bangettt
PEBRIANSYAH,1,2021-03-23 05:29:31,Can't play e music,0,0,0,0,cant play e music
Luh Korry,5,2021-03-17 20:49:41,Hebat nya,0,0,0,1,hebat nya
Lisa Tzuyu Nayla,5,2021-03-17 15:29:42,Aku senang,0,0,0,1,senang
Kadek nona Yuliyanti,4,2021-03-17 11:42:21,Aku kasih bintang empat soalnya saya baru install aplikasi nya,0,1,0,1,kasih bintang empat soal baru install aplikasi nya
Heru Prasetyo Utomo,3,2021-03-17 10:11:26,"Gak bisa langsung muter lagu yang belum pernah kita putar, buffer sekitar 3-5 detik, padahal internet buat youtube lancar, pake spotify pun bisa langsung muter tanpa buffer 5 detik. Sepertinya masalah di server, karena saya pake macbook juga sama, nunggu sekitar 3 detik kalo muter lagu yang belum pernah diputer",1,1,0,1,bisa langsung muter lagu belum pernah putar buffer detik padahal internet buat youtube lancar pake spotify bisa langsung muter buffer detik seperti masalah server saya pake macbook sama nunggu detik kalau muter lagu belum pernah puter
Crown MC,1,2021-03-13 09:12:39,"ribet bner cuma mau daftar ,kek babi bner sumpah",0,0,0,0,ribet bner cuma mau daftar kek babi bner sumpah
Kgs MAJIDI HR didie,5,2021-03-12 22:49:44,baguss,0,0,0,1,bagus
Kangwanta Kngwantalung,3,2021-03-08 15:28:53,ssuka,0,0,0,1,ssuka
Rhéa,2,2021-03-08 13:47:55,Susah login nya padahal sudah baru saja bikin akun id apple pas mau login lagi ternyata ada yang saah terus,0,1,0,0,susah login nya padahal baru buat akun id apple pas mau login nyata yang saah terus
Tele Myfood,5,2021-03-07 21:45:32,Kualitas audionya lebih mantap dari tetangga sebelah. Emang bukan kaleng-kaleng,1,0,0,1,kualitas audio lebih bagus tetangga belah emang bukan kalengkaleng
Usman Saragi,5,2021-03-04 06:25:54,"My advice,,, sebaiknya gunakan jaringa ganda , agar mudah diakses disemua area . Yang lain , its ok .",0,0,0,1,my advice baik guna jaringa ganda mudah akses semua area lain its
Maqdis,5,2021-03-02 18:56:40,"Baguss banget lah, dari pada app sebelah Sp**ify, Mohon update untuk pengaturan volomenya dong, dan lirik berbahasa asing seperti Korea bisa di atur/di ubah menjadi latin 😊",1,0,1,1,bagus banget lah pada aplikasi belah spify mohon update atur volomenya dong lirik bahasa asing korea di aturdi ubah jadi latin
Fiqih Ghifari,5,2021-03-01 18:34:54,"Lumayan bagus hampir seperti spotify, lebih baik dibanding yt music.",0,0,0,1,lumayan bagus hampir spotify lebih baik banding yt music
edwar pratama,3,2021-02-28 17:22:20,"Tolong perbaiki, kenapa 'terdeteksi mode pesawat atau hubungkan ke wifi'. Pasahal koneksi internet saya terhubung melalui bluetooth.",1,1,1,0,baik deteksi mode pesawat hubung wifi pasahal koneksi internet hubung lalu bluetooth
hendrik permana,1,2021-02-28 11:52:11,Bad,0,0,0,0,bad
Rike Vitodoren,1,2021-02-28 11:40:03,"Jadi seperti ini min, saya beeniat untuk memakai Aplikasi Apple Music ini, saya tahu ini aplikasi Berbayar tapi kesampingkan hal itu, kenapa saya tidak bisa melakukan Log-in ketika ingin berlangganan Kita harus memasukan ID Apple kita tetapi kenapa pada saat membuat ID Apple selalu gagal? Mohon diperbarui min, Terima Kasih.",1,1,1,0,jadi min beeniat pakai aplikasi apple music saya tahu ini aplikasi bayar samping itu saya bisa laku login ingin langgan harus pasu id apple tetapi pada buat id apple selalu gagal mohon baru min terima kasih
Akbar Reza Kurniawan,5,2021-02-28 09:20:48,Kenapa sampai sekarang belum ada pembaruan ya apple music,0,0,0,1,sampai sekarang ada baru apple music
afid fierdiansyah,5,2021-02-26 21:17:10,"Sebagai pengguna apple, fiturnya sangat bagus",0,0,0,1,guna apple fiturnya sangat bagus
SUTRISNO Sutrisno,1,2021-02-25 13:23:47,Tidak bisa di buka di android,0,0,0,0,bisa buka android
Rezli Arian,1,2021-02-22 06:22:06,Load and buffer forevah,0,0,0,0,load and buffer forevah
ana sujana,5,2021-02-21 18:52:45,24 FEBRUARI 2021,0,0,0,1,februari
Jalil Givran,5,2021-02-18 08:03:28,Bagus,0,0,0,1,bagus
Wong Ndeso,1,2021-02-18 01:59:30,Mau dengeriusil aja ribet banget..,0,0,0,0,mau dengeriusil aja ribet banget
Kang,1,2021-02-17 23:19:21,Bwrnayar ternyata,0,0,0,0,bwrnayar nyata
Rohim Kholasin,5,2021-02-17 19:23:49,"Gua berhasil kok menautkan dengan DANA, malah apple sendiri yg mmpermudah dgn menawarkan pilihan pembayaran via DANA, skr gua bisa musikan lewat app Apple Music di Android :)",1,0,1,1,hasil kok taut dana malah apple sendiri yg mmpermudah dgn tawar pilih bayar via dana skr bisa musik lewat aplikasi apple music android
Masaul K Ahmad,4,2021-02-14 21:25:24,Bagus. Kurang satu fungsi: TOLONG KASIH PENGATURAN MATI OTOMATIS DONG. Makasih,0,0,0,1,bagus kurang satu fungsi kasih atur mati otomatis dong makasih
A Fikri,1,2021-02-07 10:39:23,Tidak bisa login,0,1,0,0,bisa login
uBzhzbnbsgvsvskgwcsgsgnbrsddjdowzhxhssbvs,5,2021-02-06 18:27:59,"dulu saya pengguna ios trs pindah ke android, tapi blm bisa move on dr apple music:(",0,0,0,1,dulu guna ios trs pindah android blm move on dr apple music
Aura Desma cahyani putri,5,2021-02-06 07:14:37,Gk ada lagu 💜𝗕𝗧𝗦⟭⟬💜,1,1,0,1,gk lagu
Igun Rosie,5,2021-02-04 12:49:47,really really like this apps music ❤️👑,0,0,0,1,really really like this apps music
Novita Septiyani,4,2021-02-03 21:14:38,Bagus tapi agak lambat,0,0,0,1,bagus agak lambat
Magen Tse,4,2021-02-02 12:12:40,Good,0,0,0,1,good
Andre Resi,3,2021-02-02 10:21:20,3 z duluny,0,0,0,1,z duluny
GAGAL PRO,3,2021-02-01 23:02:27,Di android 11 belom optimal,0,0,0,1,android bom optimal
Kahar s,5,2021-02-01 14:01:27,Good,0,0,0,1,good
Dony “A” Nuransyah,1,2021-01-31 12:41:34,the app very slow to load if device not iOS or MacOS 😞,0,0,0,0,the aplikasi very slow to load if device not ios or macos
Arma Rama,4,2021-01-30 20:08:05,"Apple musik, memang yang ter baik jg yang paling ok",1,0,0,1,apple musik memang ter baik yang paling
Mas Ruri,3,2021-01-28 00:03:19,Bersemangat,0,0,0,1,semangat
Gerry 24,4,2021-01-25 03:29:19,plis tambahin sleep mode T.T i need that,0,0,0,1,tambahin sleep mode tt i need that
Wisnu NZXT,4,2021-01-17 00:09:05,"Ok lah ini aplikasi apple masuk ke android. Saya mau memberikan saran 1. Tambahkan fitur sleep mode atau lagu akan mati dengan waktu yang dintetukan 2. rekomendasi music agak kurang menarik aj,nggak bisa nentuin lagu yang lagi mood misal bingung mau cari lagu apa tapi nggak dikasih tau . Cmn itu aj sih yang harus dibenerin terutama bot rekomendasi music nya oh ya tambahin playlist lagu lagu anime overall bagus sih kualitas, ui ,animasi best lah",1,1,0,1,lah aplikasi apple masuk android mau beri saran tambah fitur sleep mode lagu mati waktu dintetukan rekomendasi music kurang tarik ajtidak nentuin lagu lagi mood misal bingung mau cari lagu apa tidak kasih tau cuma aj sih harus dibenerin utama bot rekomendasi music nya ya tambahin playlist lagu lagu anime overall bagus sih kualitas ui animasi best lah
Rina Rina,5,2021-01-15 16:30:31,Baru Download,0,0,0,1,baru download
Muhammad Kenedi,1,2021-01-14 11:12:47,Gilo kota saya abis tidak berfungsi pulo apelikasi ini,0,0,0,0,gilo kota abis fungsi pulo apelikasi
Adifa,2,2021-01-14 08:33:08,"setelah diupdate jadi sering error. kadang ga bisa ngeplay lagu, kadang pencet lagu apa yang diputar lagu apa, kadang lagu Explicit tiba-tiba ga bisa.",1,1,0,0,diupdate jadi sering rusak kadang bisa ngeplay lagu kadang pencet lagu apa putar lagu apa kadang lagu explicit tibatiba bisa
Heni Purwati,5,2021-01-12 14:47:55,Aku sih suka sama aplikasi ini Cuma Pas mau buka lagunya harus langganan dulu Jadi ngga bisa dengar lagu deh... 😔😢,1,1,1,1,sih suka sama aplikasi cuma pas mau buka lagu langgan dulu jadi ngga dengar lagu deh
Vina Pebriani,2,2021-01-12 11:14:44,Cara masuknya gimana yah ?,0,1,0,0,cara masuk gimana yah
Gacha XD,4,2021-01-12 09:47:50,suara lagu tidak keluar,1,1,0,1,suara lagu keluar
Aditya Orenji,4,2021-01-10 19:35:17,better play on my iPad and worst on my android,0,0,0,1,better play on my ipad and worst on my android
Mu'zam Arabi,1,2021-01-10 16:52:54,Ribet banget log in doang -__-,0,1,0,0,ribet banget log in doang
Dean Al Kharraz,5,2021-01-09 14:30:46,Bagussss binguttttsssss,0,0,0,1,bagussss binguttttsssss
Azril Brian Erlangga,4,2021-01-08 09:49:41,Tambahkan pembayaran menggunakan pulsa dong,0,0,1,1,tambah bayar guna pulsa dong
SHORT VIDIO,1,2021-01-07 06:28:09,Jelek banget app ini!!!!,0,0,0,0,jelek banget aplikasi
Wiwik Blitar,5,2021-01-07 05:51:20,Apk ini bagus banget aku sangat suka jadi aku kasih bintang 5 deh. Dan kalian buruan donlow ya pokoknya nyesel deh kalo gak donlow,0,0,0,1,aplikasi bagus banget sangat suka jadi kasih bintang deh kalian buru donlow pokok nyesel deh kalau donlow
kanaya angelia,1,2021-01-05 13:50:16,Picek suruh bayar🖕,0,0,1,0,picek suruh bayar
Najwa Fahrunnisa,1,2021-01-04 10:56:20,"Saya kira aplikasi nya gak berbayar(gratis) trus saya coba download, pas saya buat ID Apple tapi harus berbayar. Yaudah pake di sebelah kaya youtube music ga berbayar 😒",0,1,1,0,kira aplikasi nya berbayargratis trus coba download pas buat id apple harus bayar yaudah pake belah kaya youtube music bayar
Travena,1,2021-01-03 12:39:19,Saya tidak suka berlangganan,0,0,1,0,tidak suka langgan
android HP,5,2020-12-28 20:34:08,yeey bisa juga buat download crazy face yeah!!,0,0,0,1,yeey juga buat download crazy face yeah
Evi S,3,2020-12-28 09:51:09,Kesel bgt kenapa ada lagu yg ga bisa di play. Udah uninstal terus instal lagi ttp ga bisa 😡,1,1,0,1,kesel banget ada lagu yg bisa play uninstal terus instal ttp bisa
wiro warhadi,5,2020-12-20 16:36:48,Great,0,0,0,1,great
Brow Dika,5,2020-12-20 05:00:10,Mantapp,0,0,0,1,mantapp
Fahris h,5,2020-12-18 14:54:41,Wajar bayar karena setiap lagu ada licensinya cuk licensinya bayar gak gratisan cuk kalau mau gratis diyoutube banyak,1,1,1,1,wajar bayar tiap lagu licensinya cuk licensinya bayar gratis cuk kalau mau gratis diyoutube banyak
Qaulan Syadida,5,2020-12-18 11:23:58,Bayar ya guys ✨,0,0,1,1,bayar guys
Sayyidatus Sholihah,5,2020-12-17 06:38:08,Suka banget sama am,0,0,0,1,suka banget sama am
Markel Maribondang,5,2020-12-16 03:26:54,Love it,0,0,0,1,love it
Saedinar Alfaridzi,5,2020-12-15 06:16:19,"Saya pengguna baru Apple music, fiturnya bagus, tambahkan lagi fiturnya seperti pada lirik tulisan bahasa korea, Jepang atau semacamnya di tambahkan terjemahan 👌. Bagus tampilannya! Sering perbarui tampilannya ya!",1,1,1,1,guna baru apple music fiturnya bagus tambah fiturnya pada lirik tulis bahasa korea jepang macam tambah terjemah bagus tampil sering baru tampil
Saya Aku,5,2020-12-12 23:00:40,Yudi Nopo Moal Mias,0,0,0,1,yudi nopo moal mias
Afinariefinnn,5,2020-12-12 04:02:54,Akhirnya bisa share lewat ig story wkwkw makasih apple music gak pilih kasih ternyata sama user Android!,0,0,0,1,akhir share lewat ig story wkwkw makasih apple music pilih kasih nyata sama user android
Muhammad Agung,5,2020-12-11 15:27:28,"All originals are here!!! Recommended music app! What you pay, what you get!",0,0,1,1,all originals are here recommended music aplikasi what you pay what you get
Mirza Hadi,5,2020-12-08 03:43:46,Opsional,0,0,0,1,opsional
subdishar dismat,5,2020-12-06 07:10:36,Keren,0,0,0,1,bagus
Air putih,5,2020-12-03 00:01:46,No caption,0,0,0,1,no caption
Top Silenxe,5,2020-11-30 14:28:37,Gw kesini karena peraturan IOS 14 untuk family sharing :),0,0,0,1,kesini atur ios family sharing
Adit Pranaja,5,2020-11-30 10:28:19,Ginini kalau dah punya lagu danyak/lengkap (Aku mencium editor sejati ni) karna googel nya radak lemot² buat download lagu di Mp3 ya sudah Shazam mengirim ku ke sini menurut ku yang lemot hp nya sih kayaknya jadi belum tentu.,1,1,0,1,gin kalau dah punya lagu danyaklengkap cium editor sejati ni googel nya radak lot buat download lagu mp sudah shazam kirim ku sini ku lambat hp nya sih kayak jadi tentu
Bless Life,5,2020-11-30 07:12:19,Good but pls make more options on playlists,1,0,0,1,good but make more options on playlists
Syamuel Man,5,2020-11-29 21:22:49,Bagus mantap,0,0,0,1,bagus bagus
Yolan Dari,1,2020-11-29 20:29:07,sudah bayar tapi sayangnya tulisanx belum premium. sekelas apple kok nipu. asem,0,0,1,0,bayar sayang tulisanx premium kelas apple kok nipu asem
Haruna Yukito,2,2020-11-29 10:42:58,Harus banget bayar dulu ya -_-,0,0,1,0,banget bayar dulu
fani boy,5,2020-11-28 15:03:28,"mantapp.. nyaman mungkin karena terbiasa. stok lagu lumayan lengkap. ada ost, ada cover. ada original.",1,1,1,1,mantapp nyaman mungkin biasa stok lagu lumayan lengkap ost cover original
Isco Pebrian,5,2020-11-28 02:29:31,Soundnya high quality banget 🥰,1,0,0,1,soundnya high quality banget
Cece ganis,5,2020-11-25 12:59:55,maaf ada yg bisa bantu gak ini pembayaran nya selain kartu kredit bisa gak?,0,0,1,1,maaf yg bantu ini bayar nya kartu kredit tidak
Bos Akujoi,5,2020-11-22 18:36:48,Bagus sekali aku suka suka sekali,0,0,0,1,bagus sekali suka suka sekali
GAMPANG POKOKE POKOKE Pokoke,5,2020-11-21 18:45:15,Asalamualaikum wr wb..diALAM Gaib tiada siang maupun malam ..hanya waktu malam dijadikan siang oleh Bangsa Gaib,0,0,0,1,asalamualaikum wr wbdialam gaib tiada siang maupun malam waktu malam jadi siang bangsa gaib
Dilawati,2,2020-11-20 08:06:02,Tolong sediakan pembayaran melalui pulsa.,1,0,1,0,sedia bayar lalu pulsa
Suardi Juanda,3,2020-11-20 00:30:33,Test dulu...semoga sesuai keinginan,0,0,0,1,test dulusemoga sesuai ingin
Muhammad Rafli,1,2020-11-17 20:55:14,applikasi sekelas dri apple lemotnya minta ampun,0,1,0,0,applikasi kelas dri apple lot minta ampun
YUDIANUS MASARA,5,2020-11-17 12:46:13,good,0,0,0,1,good
Roviq Mumin M,5,2020-11-16 21:05:14,I love this app,0,0,0,1,i love this aplikasi
Jeon Seulgi,3,2020-11-16 15:13:46,"Bagus aja tp kalo tiap download lagu, apk nya terkeluar sendir dan lagu yg td di dengarin langsung mati..",1,1,0,1,bagus aja kalau tiap download lagu aplikasi nya keluar sendir lagu yg td dengarin langsung mati
BAGUS WIDODO,5,2020-11-13 03:46:30,"Streaming music terbaik, kualitas suara yang dihasilkan sangat bening, jernih.",1,0,1,1,streaming music baik kualitas suara hasil sangat bening jernih
Bacharuddin Iqbal,1,2020-11-12 06:36:52,"Gabisa putar musik, harus berlangganan, bayarnya cuma pake kartu kredit lagi, bagi yg gapunya gimana, dan masih banyak yg gapunya.",1,1,1,0,bisa putar musik langgan bayar cuma pake kartu kredit bagi yg gapunya gimana masih banyak yg gapunya
Aji Dena,5,2020-11-10 11:45:15,"sudah bisa download Musik Video juga, yg memang sblmnya hanya khusus di iPhone saja🙏🏾",1,0,0,1,bisa download musik video yg memang sblmnya khusus iphone saja
Papih Oyond,1,2020-11-10 04:24:35,"Download data perlagu nya lemot, masih kalah sama yt music dan spotify memutar music seperti dari sd card tanpa loading.",1,1,0,0,download data lagu nya lambat kalah sama yt music spotify putar music dari sd card loading
Himcp Chord Channel,2,2020-11-10 03:29:57,Wajib pakai kartu kredit kayaknya..,0,0,0,0,wajib pakai kartu kredit kayak
Nevan Radeya,4,2020-11-06 18:20:44,Kualitas musiknya sebenarnya bagus cuman kalo loading itu lama jadi bikin ga mood untuk musikan lagi. TAPI musik yg saya cari lebih lengkap di sini dari apk music lain kecuali YT,1,1,0,1,kualitas musik benar bagus cuma kalau loading lama jadi buat mood musik tapi musik yg cari lebih lengkap sini aplikasi music kecuali yt
A.heryadi Adi,3,2020-11-05 19:07:02,"Baru nyobain,,",0,0,0,1,baru nyobain
Sukri Sukri,5,2020-11-02 22:31:24,Full mantap,0,0,0,1,full bagus
Gerson Jerome,5,2020-11-01 21:57:38,I like this music app,0,0,0,1,i like this music aplikasi
Panji ArtStudio,5,2020-11-01 15:35:08,"Luar biasa, sekarang lagu bisa di share ke instagram story",1,1,0,1,luar biasa sekarang lagu di share instagram story
Hari Romansyah,5,2020-10-31 07:48:02,"Mantap, ane suka UI nya. Untuk masalah pembayar santai, ane dpet gratisan mulu :v Lebih baik dari app sebelah mslah kualitas.",1,0,1,1,bagus ane suka ui nya masalah bayar santai ane dpet gratis mulu v lebih baik aplikasi belah mslah kualitas
Theone abhy (abhy),5,2020-10-30 06:26:00,Nice app,0,0,0,1,nice aplikasi
Yahya Angga Winata,5,2020-10-29 23:44:10,audio nya mantap Download offline ngga ada pilihan kualitas audio nya Akhirnya sekarang bisa share story ke IG di android yg tadi nya cuma untuk ios Bisa buat gaya dikit lah make apple music,1,0,0,1,audio nya bagus download offline ngga pilih kualitas audio nya akhir sekarang share story ig android yg tadi nya cuma ios buat gaya dikit lah make apple music
Syahrul 789,5,2020-10-27 14:19:02,Lebih 0k,0,0,0,1,lebih k
アルヨ,5,2020-10-25 20:20:45,Tolong di baca ya ini itu aplikasi streaming BERBAYAR jadi kalo kalian mau yang gratisan download musik aja di google aja jangan download ini aplikasi kalo lu maunya gratisan mulu,1,1,1,1,baca aplikasi streaming bayar jadi kalau kalian mau gratis download musik aja di google aja jangan download ini aplikasi kalau kamu mau gratis mulu
