userName,score,at,content
jane chrsta,2,2020-07-01 19:06:24,Macet macet
Ali Sadikin,5,2020-07-01 17:53:25,Bismillah
hey you,5,2020-07-01 17:27:48,The best
Muttaqin Khoirul,4,2020-06-30 17:44:32,"Setelah update yang terbaru, tiap mau masuk ke aplikasi mesti mulai awal lagi, loading me-restore data lagi, Padahal yang sebelum nya enggak."
Fcnr 004,1,2020-06-29 21:54:16,DIPERUNTUKAN HANYA UNTUK SULTAN😌✊🏻
Ming Wiyono,1,2020-06-29 10:20:44,TIDAK BISA DIBUKA BUATMU BINTANG FULL SATU APPLE
Mu'arif Akhmad,1,2020-06-27 19:51:01,"Jernih lah, bagus lah, tapi bayar, buat yg berduit doang, coba lah free kaya yg lain"
Ade Muhammad,5,2020-06-26 14:19:29,Gue juga pasti$
Naufaldie Monterie,4,2020-06-24 12:09:53,"So far so good, wish the new update we can share the music on instagram stories"
taufik akbar,5,2020-06-24 07:08:40,"Paling the best diantara semua streaming musik seperti spotify,joox dan youtube music,,,,kualitas audio streaming nya diatas semua nya,,,pokoke the best lah,,,bisa dipake di android juga"
Anugrah,4,2020-06-24 00:08:15,Mohon untuk perbaiki bug refresh library yang menjengkelkan:)
Aqela sukri,5,2020-06-23 18:36:00,Ini apk byr
akif ach,5,2020-06-21 05:31:33,😁😁😁😁😁😁
jEmi Efendi,5,2020-06-20 16:45:09,✅✅✅✅✅
ihsan,3,2020-06-18 22:18:50,Tolong segera sediakan fitur sgare lagu di ig story untuk android seperti iphone! Kita sama2 bayar tapi fitur yang diberikan berbeda
Jan Kees Sawen,4,2020-06-16 02:10:50,Aplikasih ini sangatlah membantu
anggy putri Aprillia,5,2020-06-15 09:59:51,Ka tolong gmn loginya aku udh masukin akun email aku eh kok gabisa kak?
Eky Melano,1,2020-06-14 16:44:25,Pgn dengerin dr selain apple gak bisa.. Payah
Neng Fahira,3,2020-06-14 10:15:41,Good
Andri Baghaskara,5,2020-06-10 22:23:47,Aplikasi yang super nyaman buat dengerin musik. Ada music video resmi dari artisnya juga. Juga bisa sambil baca lirik pas dengerin musik. Jadi nggak perlu buka browser atau install 3rd party app lagi. Terbaik pokoknya dibanding aplikasi yang lain...
Hartono Lc,1,2020-06-09 12:25:31,Pake pulsa data gak bukanya?
Muhammad Syawal,4,2020-06-09 12:17:34,Toling diupdate biar bisa share ke instagram stories
Without Walls (Takiyo),5,2020-06-06 19:55:42,"great app. im using apple music on my mac, now i can play it on my android"
Christ N,1,2020-06-06 12:28:19,Kudet dangdut songs
Sukamto Saja,1,2020-06-05 09:00:49,He Guys! aku mau tanya pemutar musik gak bisa apa?mutar yg ada di memori telepon Kok gak ada satupun yg muncul di aplikasi ini....
Aulia Qurrotu Ayuni,1,2020-06-05 04:11:43,"Susah bngt mau sign up. Udah berkali-kali nyoba, ngulangi step nya satu per satu. Tetep aja ga bisa dipake"
Romansyah prtama jekky jekky,5,2020-06-04 02:08:30,Saya kurang mengerti ini diguna kan untuk ap
Zaskia Zaskia,5,2020-06-02 22:56:18,Ya allah beri aku kekuatan untuk menghadapi aplikasi ini sudah 50:download lagu gak ada yg benar
Tri Sasotyo Adi,5,2020-06-01 12:28:05,Bagus
bilqisszhrts sitaa,4,2020-05-31 21:32:05,Baru download ❤🥰
Alwi Jaya,5,2020-05-31 11:33:46,Alwjaya
Zinda Lana,5,2020-05-31 10:16:33,Daftarnya tanpa ID iPhone bisa gak
Leo Hady,5,2020-05-31 01:33:18,Good and the best
Rizke Latisha,5,2020-05-29 13:03:13,Sumpah kaya iphone beneran.....Tapi kalau mau download lagunya lama ya tolong bantu jawab
Supardi Kardi,5,2020-05-26 21:45:43,Mantap
Dika Wahyu (Dika Dikk),5,2020-05-26 17:13:32,"Streaming terbaik yang pernah ada, tapi lagunya tidak sebanyak app ijo"
Sutris No,5,2020-05-25 23:38:52,Mantul
Muhammad Daffa Adsya Alfawazi,3,2020-05-25 13:18:08,"Apple music,why Remixed music isn't there? And why the songs were still lacking, when I searched for it, I couldn't find it? Please add another song, I'm not satisfied"
Choirunnisya,3,2020-05-23 07:11:16,Setiap mau create Apple ID error mulu :(
Zine Coboy sr,5,2020-05-22 22:31:07,Mantap
Iqbal,3,2020-05-22 17:00:29,Please add feature share song to Instagram story
Mixtape1992,5,2020-05-21 14:21:56,Ga masalah berbayar yg penting suara jernih banget..
irawan muhammad,4,2020-05-20 06:14:49,lagu kurang lengkap
Arif f,1,2020-05-20 01:48:27,"Tdk ada pembayaran lewat dana atau metode lain bwt android, pilihan nya hanya kartu kredit!. Ok UNINSTAL"
Ervan Ipank17,5,2020-05-17 18:44:27,Ok
Togar Gultom,5,2020-05-17 16:22:03,Kosong
Muh Hindarsin Ndarsin,1,2020-05-16 20:08:57,"Baru mencoba ,top banget"
Jundhan Wimbadi,5,2020-05-16 04:47:56,"Sdh bisa dimanfaatkan sebaik-baiknya/semakruf-makrufnya dsb dst, Allaahu Akbar, Alkhamdulillaah, Subkhaanallaah, LAA ILAAHA ILLALLAAH, Saya Wim Jundhan Wimbadi Nur Al Amin Salaamullaah, Allaahu Akbar, Amantu Billaah."
Salam Pepito,5,2020-05-15 11:00:15,Mantap
yana teriningsi,5,2020-05-15 03:50:05,FO Yu
Atan Tatung,5,2020-05-15 01:14:43,Good
Billy K. N.,5,2020-05-13 01:48:38,Aplikasinya bagus... Ga lemot kok hehe... Langganan lewat iPhone jadi bisa bayar pake Dana... Dan bisa dengerin Apple Music lewat Android dan iPhone nih sekarang... Top dah...
Badot Dontot,5,2020-05-11 11:17:49,Ok
djulie hanto,5,2020-05-11 09:39:25,Jos pak
Jati Trilaksana,5,2020-05-08 19:44:50,Keren
Fawzul Lismani,5,2020-05-06 19:30:45,"pengalaman bermusik yang kaya, gak rugi berlangganan"
Little RosEta,3,2020-05-06 10:45:02,"I want to let you know ... if sometimes my Apple music has an error ... the signal suddenly becomes ugly when I open this application, even though the other applications don't ... And also I download one album from a musician and the album cover is only half visible ... while the others are OK It's fine even though I didn't download 1 album ... please fix mine ... thank you ..."
Fardo oktario,5,2020-05-05 13:04:02,Mntap
ADE ROSHAN,5,2020-05-04 21:08:21,Mantap banget
Sunta,5,2020-05-03 08:10:06,Sangat bagus
Muhammad Ichsan,5,2020-05-03 03:10:53,"pada ngincer gratis 3 bulanya duluan, semua lagu disini itu ada lisensi nya jadi gak bakal bisa play selain di apple music, knp bayar ya pikir lah tong emang musisi ngeluarin lagu gak pake duit apa ?"
fajriani ani,1,2020-05-02 13:25:46,Aku mau donlot apple music
Soultan Muhammad Albar,5,2020-05-01 22:48:34,Asikkk
Muhamad Ibnu M.,1,2020-05-01 19:12:49,I can't download my playlist even though i have subscription
il3000y,5,2020-05-01 10:05:38,HARUS BANGET YA BERLANGGANAN KALAU MAU DENGER MUSIK OFFLINE AJA
Muhammad Jaksal123,5,2020-05-01 07:14:11,Ingin mendengar musik untuk hilngan rasa letih dlm kina kerja kita
ARUKA,5,2020-04-30 19:46:44,Sangat bagus
스카이 Rzn,5,2020-04-30 17:28:27,Uwaw
Pengguna Google,5,2020-04-27 15:23:47,"Keren... Semua musik saya sewaktu pake apple kembali semua pas di sinkron kan sama apple id saya, serasa pake iPhone 😊😊😊😊😊"
Pengguna Google,5,2020-04-24 23:29:38,5 bintang pantas
Pengguna Google,5,2020-04-22 01:44:28,bisa mencari musik yg di sukai
Pengguna Google,5,2020-04-19 21:59:50,thanks Apple
Pengguna Google,3,2020-04-16 12:12:02,try adding the share cover feature to story instagram
Pengguna Google,1,2020-04-14 21:27:35,Saya sdh berusaha berhenti berlangganan.. Tapi kenapa biaya berlanggananya masuk terus ke tagihan cc saya 😭
Pengguna Google,3,2020-04-12 21:29:23,"Apple Music memang hanya bagus digunakan di device produk mereka. Pasang di android aplikasi ini menguras memori, baterai dan ui nya berat. Android temenannya sama spotify."
Pengguna Google,5,2020-04-12 05:55:03,"mantabbb,,gini ya yg bilang susah byr,harap diam,dah bisa bayar pake dana masi aja protes dasar kalian🥴,,makasih apple dah mempermudah🔥✌️"
Pengguna Google,1,2020-04-12 05:04:31,Best aplication music of year 2020
Pengguna Google,5,2020-04-08 01:59:43,I couldn't play my purchased songs
Pengguna Google,1,2020-04-05 14:14:48,Aplikasi jelek'
Pengguna Google,2,2020-04-04 23:07:32,Katanya gratis 3 bulan... Kok belum w gunain udh disuruh beli langsung 49k + potong pajak... Mana pembayarannya ribet... Tapi kalo suara jernih gpp beli deh Bdw neh lagu bisa disimpen di memori hp?
Pengguna Google,5,2020-04-04 16:42:24,good
Pengguna Google,5,2020-04-04 03:50:11,Lo lo lo lo lo lo love this apk ((:
Pengguna Google,5,2020-04-04 00:08:40,Gw Coba Di Vivo. Harga Rp. 33000.000
Pengguna Google,5,2020-04-02 14:26:16,Best music quality
Pengguna Google,5,2020-03-30 23:58:52,Good.
Pengguna Google,5,2020-03-28 17:09:41,Habis update malah sering fc
Pengguna Google,5,2020-03-28 14:34:18,Great
Pengguna Google,5,2020-03-27 04:34:44,Bismilah
Pengguna Google,1,2020-03-26 23:41:18,Bad
Pengguna Google,5,2020-03-26 00:11:39,Perfect meticulous app to enjoy the highest peak of civilization: music.
Pengguna Google,2,2020-03-25 17:31:01,Sempat uninstal dan berhenti berlanganan dri spotify karena mau coba aplikasi ini. Tapi sayang sering error. Streaming lagu sering keputus dan nge shuffel sendiri tanpa di perintah.. load lagu dari server terlalu lama
Pengguna Google,5,2020-03-25 14:49:32,Aku download ini cuma untuk download addon creator doang
Pengguna Google,5,2020-03-24 13:26:04,Good job
Pengguna Google,5,2020-03-24 00:37:36,Fatt
Pengguna Google,4,2020-03-23 14:15:26,"Apple terlalu egois, pembayaran paksa pelanggan gunakan kartu kredit dan nilai menggunakan dollar. Sangat egois."
Pengguna Google,5,2020-03-21 22:59:43,"jika stik ctok bertanya maka di googlenxa juga asik tanpa tak da kota ya,tapi saya sebgai selebritas pun pingin lancar internet tanpakota"
Pengguna Google,5,2020-03-20 05:06:05,Suka aja
Pengguna Google,5,2020-03-18 07:05:29,"Just need more improvement on stability, sometime it force closen:)"
Pengguna Google,5,2020-03-17 23:13:38,"Bagus bisa bayar pakai dana, tapi setting di apple id dulu"
Pengguna Google,2,2020-03-15 21:11:38,Nya bunting dlu Baru download soalnya
Pengguna Google,2,2020-03-15 20:29:40,Dih gw pake android ga bisa masa
Pengguna Google,1,2020-03-15 16:25:02,Apple music Untuk hp samsung Emang nya gak bisa ya ?? Kebetulan saya pengguna telkomsel
Pengguna Google,5,2020-03-13 20:44:41,Terbaik
Pengguna Google,4,2020-03-09 22:48:30,Boleh lah
Pengguna Google,2,2020-03-01 18:39:00,"Aku sampai sekarang tidak bisa mengakses ini, karena aku tidak punya kartu kredit, dan hanya bisa download lewat play store, kenapa juga tidak menambah kan metode pembayaran lewat dana seperti di iPhone?"
Pengguna Google,4,2020-02-27 19:31:55,"Cb dlu,klu bgs skln 5 bintang!!"
Pengguna Google,5,2020-02-25 17:28:14,Amazing app
Pengguna Google,5,2020-02-22 22:23:23,Bagus aplikasi bua dengar lagu
Pengguna Google,5,2020-02-22 20:12:03,bagus banget
Pengguna Google,1,2020-02-22 18:58:30,Not interested
Pengguna Google,1,2020-02-20 20:00:09,Masa cuman buat dengerin playlist doang harus bayar sih? Dasar kapitalis!
Pengguna Google,5,2020-02-20 06:18:25,Ok
Pengguna Google,1,2020-02-11 23:51:31,Its uneasy ..😢 Very complicated . 😭 Payed . 👎
Pengguna Google,4,2020-02-08 20:40:37,"Tolong pihak Apple dengarkan keluhan saya. Aplikasi ini sangat menguras baterai ponsel dan masih kurang responsif. Mohon agar memperbaiki aplikasi ini agar lebih stabil. Kalau bisa juga tambahkan fitur share sebagai instastory seperti layanan streaming musik sebelah hehe.. Sebagai tinjauan saya menggunakan Sony Xperia X Compact dengan Android 8.0. Terimakasih, selalu update!"
Pengguna Google,5,2020-02-07 22:08:35,"Tolong apple emng selalu mengerluarkan yang berbayar. Jadi apa salahnya? mungkin anda saja yang tidak ingin mengeluarkan. Spotify saja berlangganan, kenapa harus apple dijadikan sasaran?"
Pengguna Google,5,2020-02-05 13:45:10,Simple sangat!
Pengguna Google,5,2020-02-05 08:55:31,Bagus
Pengguna Google,5,2020-02-03 03:43:25,copy paste mohon di fungsikan guna mengenal posting data jumlah semestinya kepada public secara penelusuran
Pengguna Google,4,2020-02-03 00:30:49,Saya coba katanya geratis
Pengguna Google,5,2020-02-02 23:25:33,Baik saya selalu lancar aktivitas menggunakan aplikasi ini mantul
Pengguna Google,5,2020-02-02 15:29:39,ok
Pengguna Google,1,2020-02-02 09:45:15,PAY ...
Pengguna Google,1,2020-02-02 04:25:51,👎👎👎👎👎
Pengguna Google,5,2020-02-01 20:03:36,tambahkan pembelian Via Pulsa
Pengguna Google,5,2020-01-29 11:35:33,Lunak
Pengguna Google,5,2020-01-29 07:01:54,Amazing music
Pengguna Google,4,2020-01-28 01:37:23,Sometimes the application likes force close and please add sharing stories on Instagram. thank you
Pengguna Google,3,2020-01-26 17:37:06,😀 mbayar bro.. Hihihi...
Pengguna Google,5,2020-01-25 23:44:37,"Musik lebih lengkap dan harga lebih terjangkau dari Spotify, dan untuk metode pembayaran untuk sekarang sudah bisa pakai DANA jd tidak perlu kartu kredit."
Pengguna Google,5,2020-01-25 08:57:14,"Asik sekarang library iPhone saya bisa di putar di smartphone android, jadi berasa punya dua iPhone. Mantap *TANKS*"
Pengguna Google,5,2020-01-22 03:47:06,Ok
Pengguna Google,5,2020-01-21 15:12:05,Semoga saja apk ini bisa membrikan yg terbaik
Pengguna Google,5,2020-01-19 08:39:33,Rekomended bnged ..Kasih bintang 5 .. Ada artikel artis cilik asal Indonesia #novaliamahendra lagu2ne mantul semua. Sukses untuk novalia mahendra .Sukses aple musik
Pengguna Google,4,2020-01-18 00:47:43,Mau nyoba dulu ah siapa tau bagus kalau bagus nanti di tambahin lagi bintangnya 1
Pengguna Google,1,2020-01-16 14:20:33,"Aplikasi terlalu ribet, padahal aku suka banget dengan lagu lawas rhoma Irama"
Pengguna Google,5,2020-01-12 17:07:57,👌👌👌😀😀
Pengguna Google,1,2020-01-12 07:51:59,"sumpah ccd banget ni aplikasi, lemot banget padahal udah berlangganan."
Pengguna Google,1,2020-01-12 05:27:56,"ANJAY,,APLIKASI NYA BERBAYAR AHHH MASA BODOH CUMAN NGABISIN DUIT"
Pengguna Google,3,2020-01-11 19:11:05,Sangat membantui
Pengguna Google,5,2020-01-11 13:05:14,Good
Pengguna Google,5,2020-01-09 17:48:40,"untuk aplikasi musik berbayar, apple musik menawarkan harga yang murah dengan kualitas audio terbaik dari aplikasi lain yang pernah saya pakai. Sayangnya untuk bisa menggunakan versi berbayar haruslah menggunakan kartu kredit (auto debet)."
Pengguna Google,5,2020-01-08 11:46:35,Good
Pengguna Google,5,2020-01-05 15:43:26,ok
Pengguna Google,5,2020-01-05 02:54:12,"Kalau Bisa Ditambahi pembayaran kartu debit dan pembayaran online indonesia seperti OVO , GOPAY dan DANA TERIMAKASIH"
Pengguna Google,1,2020-01-03 03:44:07,"dengerin musik ae harus bayar, mending download di google"
Pengguna Google,1,2020-01-01 21:07:47,hepi ae.
Pengguna Google,1,2019-12-28 05:42:59,"Mau dengar musik aksesnya ribet, prabayar, uninstall 👎"
Pengguna Google,1,2019-12-25 13:08:11,Gk bsa digunakan Wajib byaf dulu bru bsa
Pengguna Google,4,2019-12-25 00:47:39,Sy coba bintang 4 mudah mudahan baik jg lancar
Pengguna Google,4,2019-12-23 00:12:22,Kualitas amat bagus.
Pengguna Google,1,2019-12-21 05:13:59,Serba bayar awkwkwk
Pengguna Google,4,2019-12-20 11:20:53,It's oky
Pengguna Google,5,2019-12-17 21:17:03,"Mantap, khusus yg berlangganan dulu baru bisa di pakai. Terimakasih"
Pengguna Google,2,2019-12-15 10:17:19,mending spotify lebih lengkap lagunya
Pengguna Google,5,2019-12-15 08:13:11,Ok
Pengguna Google,5,2019-12-14 18:55:11,"bisa dengerin musik kualitas top dan ori di android... asik dah, bisa gantian mau puter di iphone atau di android.. cukup login akun apple, semua musik yg sudah ada di daftar pustaka iphone q, muncul juga di android q.. mantab jiwa.. untung udah langganan apple musik untuk keluarga di iphone (cuma 75.000 bisa buat ber 4).. kalau cuma sendirian 49.000... lbh mantab dr langganan apps musik sebelah yg klo simpen musik menuhin penyimpanan hp.. langganan byr nya pake visa / mastercard / pake jenius.."
Pengguna Google,5,2019-12-14 15:09:39,Kren
Pengguna Google,1,2019-12-13 20:43:29,"Berbayar tidak masalah, tapi untuk pilihan pembayaran nya tolong di tambahkan. Kartu kredit tidak semua orang punya."
Pengguna Google,1,2019-12-13 18:53:04,Aplikasi bikin emosi. Lemot goblok
Pengguna Google,5,2019-12-12 02:45:07,"Nice app,,, akun saya di iphone xs max bisa login jg di hp android ...playlist bisa di dengerin dr ios atau android"
Pengguna Google,5,2019-12-11 23:18:55,Saya kasi 5 bintang
Pengguna Google,4,2019-12-11 10:14:33,🔛
Pengguna Google,3,2019-12-05 22:56:01,Give sleep time please.
Pengguna Google,5,2019-12-04 15:36:31,Good
Pengguna Google,1,2019-12-01 00:19:32,"Mau mencoba kualitas lagunya, tapi langsung bayar, bagus aku bersedekah pada anak yatim dari pada membuang uang yang halal ini. Sadar lo"
Pengguna Google,1,2019-11-27 07:04:51,Terrible performance
Pengguna Google,5,2019-11-24 04:54:52,Saya baru akan mencobanya
Pengguna Google,2,2019-11-23 12:56:04,Dua bintang ok
Pengguna Google,5,2019-11-21 12:02:17,Good
Pengguna Google,1,2019-11-17 06:57:39,anjeng mau denger musik aja harus banyar apple tai
Pengguna Google,5,2019-11-15 23:40:12,Iya
Pengguna Google,2,2019-11-15 00:10:35,Gjls nggo wong sugih tok free lah klo bisa walaupun ada iklan kusaa hh😔
Pengguna Google,2,2019-11-14 09:27:34,"Kenapa sekarang server streamingnya lambat sekali, buat loading satu lagu saja butuh waktu lebih dari 5 detik, bahkan juga buffering ditengah lagu, mohon segera diperbaiki"
Pengguna Google,5,2019-11-12 16:00:08,"Please, fix it"
Pengguna Google,5,2019-11-10 02:52:27,Bagus bamget
Pengguna Google,2,2019-11-02 18:15:43,Aplikasi ini aku baru cobah klau bagus aku kasi bintang 5
Pengguna Google,1,2019-11-01 08:57:49,Apilkasi bodoh
Pengguna Google,5,2019-10-30 00:03:19,Thank you untuk semua music.di you tube.terima kasih
Pengguna Google,5,2019-10-28 21:39:02,Ok
Pengguna Google,5,2019-10-28 06:56:03,Best
Pengguna Google,5,2019-10-27 07:28:44,Kembangkan lagi fitur fitur nya
Pengguna Google,5,2019-10-26 06:30:31,Apple the bestlahh
Pengguna Google,2,2019-10-25 21:27:38,Saat d album list gambar album banyak gambar album yang terpotong dan crash.. mohon d perbaiki Lalu kenapa pada update kali ini.. server streaming dan download musik lama sekali?
Pengguna Google,3,2019-10-24 20:59:53,Mantap
Pengguna Google,4,2019-10-24 18:20:23,Asal Tanpa Iklan
Pengguna Google,5,2019-10-22 23:02:55,Keren 😎
Pengguna Google,5,2019-10-22 19:15:04,"Ini knp ya... ada bbrp lagu yg biasanya bisa aq putar, trus jadi gak bisa keputar .?? 🙄"
Pengguna Google,1,2019-10-21 18:52:21,"Metode pembayaran RIBET BANGET GABISA PAKE PULSA AJA APA? ATAU GOPAY, OVO, DANA? PAKE DEBIT bCa aja ga bisa.. hello lngsung uninstall Unfaedah"
Pengguna Google,5,2019-10-21 01:38:54,Sesuai dgn Pengalaman musick Yg saya download di apple music Terima saya tuk mencobanya. Saya sangat suka ....musick andalan saya.
Pengguna Google,5,2019-10-20 22:02:09,Lagu2 nya baik yg terkini maupun jadul ada semua. Tidak perlu download dah bisa di putar Pokoknya ok banget
Pengguna Google,5,2019-10-20 05:09:00,Saya banyak ciptakan lagu semoga lagu saya bisa masuk di apple music
Pengguna Google,5,2019-10-18 22:01:12,Nice
Pengguna Google,5,2019-10-17 18:41:05,Mantap
Pengguna Google,5,2019-10-16 19:06:01,Film
Pengguna Google,5,2019-10-13 09:35:05,Goodu
Pengguna Google,4,2019-10-12 23:52:00,Bintang 4 dulu klo pasti berguna sy kasih pul bintang 5
Pengguna Google,4,2019-10-08 19:19:00,"Saya pake aplikasi ini di samsung galaxy s10 plus knp pas play lagu sering bgt mati sendiri, itu knp ya ? Tlg bantuan nya. Makasih"
Pengguna Google,5,2019-10-06 15:52:45,Mantaap. Yg cuma mau gratisan jgn instal app ini wkwkwkk
Pengguna Google,5,2019-10-05 12:18:12,Ada harga ada kualitas
Pengguna Google,3,2019-10-03 06:48:10,"Ada beberapa gambar album cover mengalami bug, please fix it"
Pengguna Google,5,2019-10-03 01:59:38,Good App i like this.
Pengguna Google,5,2019-10-02 21:50:34,Mantabb
Pengguna Google,1,2019-10-01 12:01:22,Persyaratan Kebanyakan
Pengguna Google,4,2019-09-30 06:44:07,Makin cinta nih sama aplikasi ini.......👍👍👍👍
Pengguna Google,5,2019-09-28 01:12:47,Sangat sangat memuaskan😎😎😎
Pengguna Google,2,2019-09-27 21:25:36,coba
Pengguna Google,1,2019-09-25 21:50:40,Gk bisa dibuka
Pengguna Google,5,2019-09-24 23:36:10,Ok
Pengguna Google,2,2019-09-24 15:23:21,Cara masuknya gimana sih kok gak bisa?
Pengguna Google,4,2019-09-23 05:20:26,"kurang dark mode sama volume suara di bawah pemutar lagu, ayo ditambahkan fitur tersebut"
Pengguna Google,5,2019-09-22 09:29:16,Mantapppp
Pengguna Google,3,2019-09-19 09:57:06,Coba dulu
Pengguna Google,5,2019-09-17 18:02:46,lagunya keren keren semua enak didenger bagus suaranya enak dan saya sangat suka produk apple no.1 produk yang paling saya suka
Pengguna Google,5,2019-09-14 17:38:43,Kualitas musiknya lebih enak dari aplikasi musik lain & lebih banyak
Pengguna Google,5,2019-09-14 05:38:41,Mantabbb
Pengguna Google,1,2019-09-12 22:34:11,"Dah ngisi data ini itu, ehhh ternyata bayar, mending kalo aplikasi berbayar tapi bayarnya di google play store, jadi beli aplikasinya saja. ini bayarnya di dalam aplikasi, bayar perbulan pula. Terlalu mahal untuk ukuran mendengarkan musik. Mending denger musik via YouTube. Maaf ya saya uninstall saja."
Pengguna Google,1,2019-09-09 18:55:05,Tolol anjing
Pengguna Google,5,2019-09-07 17:39:07,Sri ningsih l love you...
Pengguna Google,5,2019-09-06 13:44:56,music dangdut ia from my country.
Pengguna Google,4,2019-09-04 04:24:25,Some of the albums r not release in Indonesia.
Pengguna Google,1,2019-09-03 21:20:31,Pengalaman buruk stelah update..
Pengguna Google,1,2019-09-03 05:19:40,Hebat
Pengguna Google,5,2019-09-02 05:13:00,+1+YOHANES+1+ +YEHEZKIEL+37+ +1+KORINTUS+1+ +1+KORINTUS+9+
Pengguna Google,1,2019-09-01 14:13:52,sulit digunakan
Pengguna Google,2,2019-09-01 11:27:59,Juah kuota 30 mb yakinnn😬😬😬😬hii anjirr kon mbayar maningg🙍
Pengguna Google,3,2019-09-01 01:14:31,ko ga bisa colik
Pengguna Google,3,2019-08-31 19:05:58,Coba dlu...klo jelek gw hapus...🙏
Pengguna Google,3,2019-08-29 21:51:15,bagus sih tapi sering keluar sendiri 🤔
Pengguna Google,1,2019-08-29 21:23:23,lebih ribet dibandingkan dengan aplikasi serupa
Pengguna Google,4,2019-08-28 12:56:26,"Meskipun berbayar, tapi memang kualitasnya sangat bagus dibandingkan dengan aplikasi ""S"", yah mungkin bagi sebagian orang yang suka cari gratisan mungkin menjengkelkan 😂"
Pengguna Google,5,2019-08-27 22:04:38,Mohon Tambahkan dark mode
Pengguna Google,5,2019-08-21 04:25:27,Kualitas suara palingg baguss
Pengguna Google,5,2019-08-20 11:36:24,😊
Pengguna Google,5,2019-08-18 21:06:23,applmsx
Pengguna Google,1,2019-08-18 17:17:16,"aplikasi kontol, berbayar"
Pengguna Google,1,2019-08-18 16:46:31,Berbayar anjing...!!!
Pengguna Google,5,2019-08-15 23:39:40,Iya
Pengguna Google,5,2019-08-14 23:37:37,ok gugoole
Pengguna Google,5,2019-08-14 22:16:15,baru saya coba
Pengguna Google,4,2019-08-13 22:52:46,okey jugany aaaa pokoknya josssss buat cek sond
Pengguna Google,1,2019-08-12 23:18:30,noobs
Pengguna Google,5,2019-08-11 22:44:49,good
Pengguna Google,1,2019-08-09 22:33:08,"aplikasi anjing, sudah berbayar juga, tidak bisa loding pustaka musik lagi, tidak baik, jangan dipakai"
Pengguna Google,5,2019-08-05 14:11:24,lagu masih di sini adalah hak
Pengguna Google,2,2019-08-05 12:37:16,Speed up again in playing music and the UI makes it even better
Pengguna Google,1,2019-08-01 22:03:30,Ini apl nya bayar anjrr!!!!!!
Pengguna Google,1,2019-08-01 09:52:33,"Sangat Jelek, padahal sudah buat akun tapi tidak bisa Log In. Mana serba Berbayar. Sangat buruk dan jelek. Mending Aplikasi Music Lainnya"
Pengguna Google,5,2019-07-27 18:21:47,nice tp tambah lagi Fitur download ke file agar saya bisa cari lagu buat video saya
Pengguna Google,3,2019-07-26 11:03:12,aku suka apl. ini jagan lupa ada trus
Pengguna Google,1,2019-07-26 10:54:20,jelek banget babi
Pengguna Google,1,2019-07-25 01:10:24,"Ui nya ga sebagus di ios, masih banyak bug, ga smooth kaya di ios"
Pengguna Google,1,2019-07-24 16:37:12,Eek lo ini emang... mbayar mbayar mbayar Kontol lo ini emang 💩
Pengguna Google,5,2019-07-22 20:29:15,Top
Pengguna Google,5,2019-07-19 22:06:40,"Keren, kualitas musiknya lebih bening dari Spotify"
Pengguna Google,5,2019-07-17 08:04:43,mantul
Pengguna Google,5,2019-07-14 11:37:25,"bagus,gak pernah protes masalah prabayar"
Pengguna Google,1,2019-07-14 08:23:21,ok
Pengguna Google,5,2019-07-14 05:12:52,Okay
Pengguna Google,1,2019-07-14 00:51:48,"malas berbayar buat apa, masih banyak yang free"
Pengguna Google,3,2019-07-14 00:29:02,"keluhan yang saya alami saat preview gambar lagu normal tapi saat saya download gambar pecah ada yang sepotong ada juga yang blank, tolong di perbarui pihak apple"
Pengguna Google,5,2019-07-13 11:33:55,sangat bermanfaat bagi yg menggunakan iOS juga 👌👌👌
Pengguna Google,4,2019-07-11 21:40:09,"bagus,,,,"
Pengguna Google,3,2019-07-11 05:18:03,why i cant make payment with my debit card?
Pengguna Google,5,2019-07-10 21:50:28,mantap x
Pengguna Google,5,2019-07-09 09:59:05,saya sangat suka aplikasi musik karena saya sangat suka musik
Pengguna Google,1,2019-07-07 12:22:45,aplikasi jelek. udah di download malah gak ada suaranya jgn di download. nyesel
Pengguna Google,4,2019-07-07 10:43:25,"Kayanya aplikasi ini butuh sinyal yang besar, kerasa banget soalnya dipanding app music lain. Gue udah download lagu kan masa gambarnya pecah, retak, bahkan gakada. Mungkin sepele, tapi gak enak buat dipandang"
Pengguna Google,1,2019-07-07 00:57:03,TERLALU RIBET APPLIKASI HARUS ISI KREDITCARD SAMPAI 5KALI SALAH TERUS APPLIKASI BRENGSEK
Pengguna Google,5,2019-07-06 02:47:59,All
Pengguna Google,5,2019-07-05 17:30:24,karena play music blom bisa di indo jdi ya apple music aj wkwk
Pengguna Google,5,2019-07-05 09:57:39,Tuhan Yesus Memberkati.
Pengguna Google,5,2019-07-05 08:50:50,keren
Pengguna Google,1,2019-07-04 22:51:40,tolol
Pengguna Google,1,2019-07-04 19:51:59,nggak bisa donload apk bangsad
Pengguna Google,5,2019-07-03 13:46:15,panteq
Pengguna Google,5,2019-07-03 04:34:48,"ni apk resmi bosss,. lagu langsung dari artisnya,. adu HQ aja sama Music download'an yg gk berbayar."
Pengguna Google,5,2019-07-02 23:45:11,klo gk ada duit y gk usah ngasih rating jelek bro wkwkwkkw
Pengguna Google,5,2019-07-02 21:48:21,sanggat baik
